,cell_line,drug,min_dose,max_dose,time,alpha,beta,gamma,delta,mape,auc,auc_norm
91,T98G,Drug07,-2.363612413940753,0.9995654886602768,120,1.1188306463077926,7.729437114311943,0.4496418000740699,0.4140371031820456,0.0412792397202745,3.3752416177396065,0.8969963435691757
92,T98G,Drug08,-2.363612413940753,0.9995654886602768,72,1.0687203216672596,10.183621383843722,1.0993081168000078,0.3340876358402238,0.0820156092303706,3.5914121049411643,0.9991974883277608
93,T98G,Drug08,-2.363612413940753,0.9995654886602768,120,1.000000000000579,14.227138973325284,-1.697138978729361,1.1185056710102943,0.0410837652002232,3.682752675024691,1.095021667462351
94,T98G,Drug09,-2.363612413940753,0.9995654886602768,72,1.0271417332970398,13.795223198846688,0.2728158682298862,0.8603046013731549,0.0450224543930927,3.3332115579640518,0.9649007923227042
95,T98G,Drug09,-2.363612413940753,0.9995654886602768,120,0.9944989817789578,7.872872405676724,-1.45313608676689,1.116751406312935,0.0546197344152857,3.6445257134745135,1.0896495187428188
96,T98G,Drug10,-2.363612413940753,0.9995654886602768,72,0.9785734618054795,10.901088651574822,1.0581580085381657,0.1270045460412106,0.052075314407049,3.284100026380884,0.9978680134444904
97,T98G,Drug10,-2.363612413940753,0.9995654886602768,120,0.9803994849014726,10.531329970532134,1.0679934148150796,0.5846240380363021,0.0156192029141989,3.2944151123569965,0.9991378378380928
98,T98G,Drug11,-2.363612413940753,0.9995654886602768,72,1.063717710241261,1.5631070330374786,0.191343138225689,0.1449919124897404,0.0549827703626416,2.8214092353801834,0.7887291848043774
99,T98G,Drug11,-2.363612413940753,0.9995654886602768,120,1.1182937939863549,3.0107007599932,0.5469643332323351,2.3685536899301e-14,0.0416383702077487,3.248028648500812,0.863602908454594
100,T98G,Drug12,-2.363612413940753,0.9995654886602768,72,1.0246254191541408,1.5982749794403872,0.5061998232126766,0.2149027896857554,0.0757088653804538,3.0133409412559304,0.8744645203076256
101,T98G,Drug12,-2.363612413940753,0.9995654886602768,120,0.9043718305498402,1.322169600014201,1.2639822111923598,8.788380205626499e-12,0.0376185632252818,2.9317879309338752,0.9639236311446274
102,T98G,Drug13,-2.363612413940753,0.9995654886602768,72,1.2443093553493765,0.3459702728332352,-3.036247994460959,0.8487399473321986,0.0239799663051801,3.0636763938108427,0.915739123324112
103,T98G,Drug13,-2.363612413940753,0.9995654886602768,120,0.9910767215633628,7.611841401780625,-0.6667454837479462,1.0970097089056408,0.0090137868224241,3.509684628892595,1.052957827101324
104,T98G,Drug14,-2.363612413940753,0.9995654886602768,72,0.9960365753951694,0.5974328371655808,0.1780997881746304,0.0143388611797601,0.0626757092278067,2.364964599585343,0.7270686437209253
